field.gps.latitude,field.gps.longitude,field.gps.altitude
39.9566005007,116.310237227,54.721
39.9566037388,116.310237407,54.702
39.9566071122,116.310237489,54.61
39.9566099687,116.310237617,54.731
39.9566131247,116.310237625,54.697
39.9566161015,116.310237893,54.699
39.9566189903,116.31023792,54.724
39.9566219228,116.310238021,54.72
39.9566247312,116.310238317,54.732
39.9566276178,116.310238643,54.736
39.956630481,116.31023829,54.707
39.956633288,116.310238618,54.744
39.9566360487,116.310238819,54.726
39.956638897,116.310239003,54.738
39.9566418185,116.310239144,54.669
39.9566446877,116.310239251,54.709
39.9566472945,116.310239601,54.725
39.956650272,116.310239836,54.669
39.9566528553,116.310240086,54.706
39.9566557495,116.310240329,54.671
39.9566584337,116.310240753,54.704
39.956660995,116.310241174,54.694
39.9566637478,116.3102415,54.682
39.956666317,116.310241983,54.679
39.9566691205,116.310242494,54.706
39.9566716508,116.310243161,54.762
39.9566743465,116.310243502,54.751
39.956676892,116.310244295,54.778
39.9566795192,116.310244844,54.743
39.9566823318,116.31024573,54.698
39.956684861,116.310246203,54.746
39.9566872937,116.310247441,54.716
39.9566900527,116.310248329,54.68
39.9566924305,116.310249459,54.703
39.9566948682,116.310250644,54.703
39.9566972982,116.310251899,54.703
39.9566998843,116.31025308,54.715
39.9567023782,116.310254519,54.696
39.956704776,116.310256248,54.741
39.9567070165,116.310258146,54.693
39.9567091833,116.31026017,54.702
39.9567114077,116.310262132,54.704
39.9567135333,116.310264134,54.694
39.956715726,116.31026632,54.69
39.9567177613,116.310268432,54.704
39.95671977,116.310270855,54.675
39.9567217242,116.310273362,54.652
39.9567235252,116.310275878,54.654
39.9567253835,116.310278594,54.634
39.9567270708,116.31028136,54.638
39.956728709,116.310284339,54.626
39.9567305057,116.310287069,54.629
39.956732039,116.310290189,54.632
39.9567336433,116.310293105,54.654
39.9567349442,116.310296349,54.725
39.9567363683,116.310299629,54.696
39.9567379192,116.310302767,54.694
39.9567392367,116.310306123,54.704
39.9567405153,116.310309523,54.725
39.9567417792,116.310312819,54.753
39.9567431157,116.310316001,54.717
39.9567443463,116.310319521,54.728
39.9567453917,116.310322972,54.71
39.9567465018,116.310326432,54.703
39.9567473563,116.310330231,54.71
39.9567482765,116.310333635,54.606
39.9567490355,116.310337625,54.703
39.956749841,116.310341439,54.625
39.9567505365,116.310345325,54.688
39.9567512897,116.310348992,54.687
39.9567519303,116.310353426,54.698
39.9567524687,116.310357263,54.712
39.9567530972,116.310361663,54.647
39.9567536085,116.310365391,54.685
39.9567540012,116.310369244,54.71
39.9567544333,116.310373401,54.678
39.9567547595,116.310377632,54.647
39.95675509,116.310381699,54.695
39.9567553962,116.310386027,54.698
39.9567558162,116.310390305,54.588
39.9567560338,116.310394787,54.523
39.956755855,116.310399067,54.765
39.956755978,116.310403662,54.868
39.9567563472,116.310408005,55.298
39.9567557572,116.310413027,54.62
39.9567563458,116.310417655,54.741
39.9567559008,116.310422289,54.721
39.9567552662,116.310427508,54.297
39.9567558658,116.31043211,55.287
39.9567577377,116.310434722,54.229
39.9567575212,116.310439929,54.248
39.9567573828,116.310445171,54.241
39.9567570745,116.310450429,54.246
39.9567565025,116.310455849,54.249
39.9567562163,116.310461243,54.265
39.9567556897,116.310466918,54.26
39.956755338,116.310472609,54.26
39.9567550432,116.310478695,54.261
39.956754607,116.310484462,54.273
39.9567545035,116.310490827,54.277
39.9567540455,116.310496743,54.285
39.956753867,116.310502925,54.256
39.9567534073,116.310509096,54.26
39.9567533055,116.310515367,54.226
39.9567528722,116.310521649,54.242
39.9567500768,116.310530002,54.659
39.9567498015,116.310536532,54.723
39.956749259,116.310542948,54.633
39.9567486682,116.310549589,54.604
39.9567489375,116.310555938,54.878
39.9567486323,116.310563249,54.75
39.9567482402,116.310569926,54.655
39.9567484555,116.310576518,54.684
39.9567481678,116.310583461,54.842
39.9567478313,116.310590403,54.588
39.956747923,116.310597628,54.692
39.9567477265,116.310604664,54.628
39.9567475318,116.310611342,54.618
39.9567479167,116.310618492,54.689
39.9567475202,116.310625701,54.561
39.956747863,116.310632581,54.648
39.9567474858,116.310639744,54.577
39.9567474065,116.310646831,54.623
39.956747728,116.31065375,54.604
39.9567477388,116.310660927,54.743
39.9567478682,116.310668243,54.681
39.956747951,116.310675196,54.743
39.9567479975,116.310682296,54.719
39.9567481822,116.310689446,54.773
39.9567481,116.310696274,54.648
39.9567482992,116.310703846,54.754
39.9567483782,116.310710784,54.647
39.9567483875,116.310717728,54.517
39.9567484128,116.310725624,54.778
39.9567484545,116.310732735,54.682
39.9567484512,116.310739892,54.507
39.956748585,116.310747393,54.643
39.9567485138,116.310755351,54.759
39.9567488017,116.310762969,54.813
39.9567485452,116.310770007,54.621
39.9567487383,116.310777517,54.486
39.9567489093,116.310786305,54.825
39.956748872,116.31079437,54.973
39.9567489562,116.310802345,54.98
39.9567492863,116.310809404,54.799
39.956749286,116.310816949,54.776
39.9567490785,116.310825273,54.751
39.9567488988,116.310833394,54.746
39.9567488195,116.310841634,54.733
39.9567485803,116.310849801,54.684
39.9567485498,116.31085821,54.737
39.956748352,116.310866683,54.742
39.9567481707,116.310875208,54.824
39.9567481408,116.310883591,54.721
39.956747495,116.310891918,54.704
39.9567474338,116.310900685,54.738
39.9567472953,116.310909101,54.71
39.9567472622,116.310917684,54.675
39.9567470733,116.310926322,54.613
39.9567471043,116.310934776,54.627
39.9567471497,116.310943609,54.629
39.9567471522,116.310952199,54.564
39.9567471372,116.310960979,54.656
39.9567472222,116.31096984,54.595
39.9567471472,116.310978985,54.629
39.9567471463,116.310987852,54.647
39.956747289,116.310996794,54.632
39.9567472203,116.311005884,54.695
39.9567474305,116.311014747,54.67
39.9567476397,116.311023549,54.6
39.9567477033,116.311032646,54.677
39.9567479197,116.311041588,54.666
39.9567480885,116.311050575,54.649
39.9567482295,116.311059761,54.629
39.9567482972,116.311068828,54.677
39.9567485902,116.311077942,54.678
39.9567486463,116.311086911,54.685
39.956748923,116.311096097,54.684
39.9567490978,116.311105272,54.688
39.9567493022,116.311114272,54.679
39.9567494685,116.31112329,54.68
39.9567497535,116.311132508,54.665
39.9567497432,116.311141485,54.711
39.9567501465,116.311150942,54.741
39.9567506002,116.311159774,54.666
39.9567507008,116.311168749,54.696
39.9567508388,116.311177871,54.67
39.9567513325,116.311186784,54.693
39.9567514923,116.311195978,54.688
39.9567515377,116.31120489,54.743
39.9567518985,116.311214243,54.675
39.9567518947,116.311223051,54.745
39.9567521237,116.311231785,54.796
39.9567522793,116.311241146,54.77
39.95675248,116.311249724,54.811
39.9567529432,116.311259763,54.641
39.9567529238,116.311267926,54.819
39.956753139,116.311277187,54.733
39.9567531575,116.311287134,54.659
39.9567538267,116.311295398,54.718
39.9567537465,116.31130434,54.786
39.9567542127,116.311313366,54.791
39.956754448,116.311322253,54.805
39.9567546442,116.311331317,54.809
39.9567544012,116.31134113,54.715
39.9567547443,116.311350348,54.743
39.9567547237,116.311360331,54.57
39.9567547833,116.311368851,54.66
39.9567554483,116.31137749,54.77
39.9567561345,116.311386868,54.679
39.956755705,116.31139594,54.689
39.9567560387,116.311404854,54.693
39.9567562778,116.311413829,54.709
39.9567563985,116.311423008,54.692
39.956756757,116.311431992,54.737
39.9567569363,116.311441169,54.722
39.9567570567,116.311450212,54.709
39.9567575263,116.311459318,54.733
39.9567577998,116.311468306,54.735
39.9567578788,116.311477356,54.718
39.9567581882,116.311486527,54.738
39.956758391,116.31149559,54.745
39.9567586758,116.311504888,54.758
39.9567588498,116.311513922,54.756
39.9567591995,116.311522947,54.726
39.9567594245,116.311532034,54.727
39.9567597048,116.311541143,54.727
39.9567598923,116.311550138,54.723
39.9567601313,116.311559117,54.716
39.9567603562,116.311568088,54.713
39.9567605498,116.311576993,54.728
39.9567607122,116.311585878,54.708
39.9567609293,116.311594795,54.699
39.9567609752,116.31160365,54.717
39.9567610947,116.311612343,54.715
39.9567611222,116.311621072,54.708
39.9567611947,116.311629694,54.701
39.956761137,116.311638277,54.719
39.956761169,116.31164674,54.7
39.956761121,116.311655197,54.705
39.9567610835,116.3116636,54.71
39.956760987,116.311671873,54.716
39.956760903,116.311680187,54.726
39.9567608828,116.311688353,54.716
39.9567607765,116.311696371,54.726
39.9567606335,116.311704395,54.714
39.9567611922,116.311712461,54.629
39.9567609533,116.311720426,54.666
39.9567608798,116.31172852,54.693
39.9567606475,116.311736269,54.682
39.9567604052,116.311744104,54.676
39.9567602343,116.311751814,54.664
39.9567600665,116.31175942,54.662
39.9567598415,116.311766967,54.664
39.9567596178,116.311774494,54.654
39.956759488,116.311782007,54.645
39.9567594007,116.311789373,54.649
39.9567592112,116.311796748,54.645
39.9567590878,116.311803993,54.627
39.956759077,116.311811174,54.632
39.956758801,116.311818297,54.642
39.956758698,116.311825317,54.636
39.9567586587,116.311832259,54.637
39.9567587098,116.311839254,54.622
39.9567586242,116.311846231,54.623
39.9567582063,116.311853005,54.63
39.9567579832,116.311859658,54.612
39.9567580352,116.311866211,54.626
39.9567583317,116.311872833,54.589
39.9567580658,116.31187953,54.612
39.9567578507,116.311886243,54.622
39.9567578827,116.311892819,54.637
39.9567579842,116.311899431,54.624
39.9567581072,116.311905951,54.635
39.9567581795,116.311912382,54.637
39.9567582257,116.311919091,54.609
39.9567583465,116.311925558,54.612
39.9567585697,116.311932099,54.603
39.9567589523,116.311938495,54.623
39.9567593967,116.31194507,54.62
39.9567599893,116.311951624,54.6
39.9567605843,116.311958015,54.619
39.9567612847,116.311964498,54.608
39.9567620263,116.31197091,54.61
39.956762906,116.311977367,54.617
39.9567636508,116.311983522,54.656
39.956764594,116.31199004,54.678
39.956765387,116.311996535,54.687
39.9567662195,116.312003025,54.686
39.9567669978,116.312009498,54.7
39.9567679103,116.312016054,54.693
39.9567687155,116.312022591,54.71
39.9567695035,116.312029143,54.692
39.9567703475,116.312035703,54.696
39.9567712023,116.312042324,54.704
39.9567719587,116.312048985,54.679
39.9567727083,116.312055559,54.703
39.9567734737,116.312062239,54.696
39.956774251,116.312069027,54.689
39.956774848,116.312075564,54.678
39.956775553,116.312082399,54.685
39.9567762517,116.312089134,54.695
39.9567768373,116.312095981,54.694
39.9567774898,116.312102888,54.688
39.9567780583,116.312109644,54.716
39.956778636,116.312116519,54.709
39.9567791888,116.312123429,54.715
39.9567796415,116.312130327,54.705
39.9567801465,116.312137468,54.679
39.9567806165,116.312144403,54.688
39.9567810208,116.312151586,54.705
39.9567813882,116.312158777,54.707
39.9567818335,116.312166003,54.685
39.9567821995,116.312173276,54.676
39.9567823455,116.312180606,54.687
39.956782563,116.312188024,54.669
39.956782937,116.312195425,54.68
39.9567831587,116.312203127,54.632
39.9567832178,116.312210674,54.677
39.956783334,116.312218344,54.688
39.9567834237,116.312226126,54.688
39.9567836218,116.312233943,54.681
39.956783759,116.312241789,54.675
39.9567836682,116.312249751,54.678
39.9567836642,116.312257632,54.678
39.9567836475,116.312265763,54.684
39.9567835512,116.31227381,54.682
39.9567835353,116.312281911,54.682
39.9567835015,116.312290104,54.688
39.9567834255,116.312298312,54.681
39.9567833288,116.312306542,54.69
39.95678315,116.31231489,54.67
39.9567831392,116.31232331,54.701
39.9567830185,116.312331641,54.658
39.9567828948,116.312340191,54.643
39.9567827925,116.312348445,54.654
39.9567827337,116.312356958,54.654
39.9567825707,116.312365589,54.692
39.956782512,116.31237426,54.688
39.9567822938,116.312382759,54.674
39.9567822518,116.312391493,54.717
39.9567822165,116.31240033,54.667
39.9567821028,116.312409037,54.667
39.956782061,116.312417786,54.663
39.9567818983,116.312426436,54.648
39.9567818487,116.312435296,54.649
39.9567818112,116.312444105,54.649
39.9567816338,116.312452959,54.653
39.9567815042,116.312461877,54.656
39.9567813988,116.312470993,54.653
39.9567813785,116.312479859,54.663
39.9567813922,116.312488792,54.651
39.9567812207,116.312497738,54.65
39.956781121,116.312506842,54.644
39.9567809855,116.312516052,54.668
39.9567809263,116.312525321,54.672
39.9567808318,116.312534404,54.679
39.9567805357,116.312543592,54.664
39.9567804732,116.312552754,54.656
39.9567803858,116.312562093,54.669
39.9567801623,116.312571453,54.665
39.9567800248,116.31258079,54.678
39.9567797222,116.312590104,54.669
39.9567794318,116.312599507,54.675
39.956778988,116.312608915,54.679
39.9567785888,116.312618462,54.687
39.9567781057,116.312627968,54.693
39.9567775928,116.312637525,54.698
39.9567771263,116.312647015,54.703
39.9567764657,116.312656632,54.705
39.9567757962,116.312666184,54.675
39.956775186,116.312675766,54.686
39.9567745613,116.312685359,54.683
39.9567740645,116.312695041,54.683
39.9567735193,116.312704803,54.679
39.9567731625,116.312714531,54.685
39.9567727248,116.312724286,54.683
39.9567723985,116.312734152,54.696
39.9567721758,116.312743951,54.691
39.9567719397,116.312753766,54.691
39.9567716472,116.312763466,54.682
39.9567716573,116.312773453,54.707
39.9567715857,116.312783393,54.702
39.9567716282,116.312793299,54.722
39.9567715975,116.312803278,54.732
39.9567717585,116.312813276,54.728
39.956771918,116.31282334,54.727
39.956772048,116.312833106,54.702
39.9567723635,116.312843161,54.717
39.9567726572,116.312853111,54.722
39.9567728798,116.312863154,54.727
39.9567730903,116.312873166,54.718
39.9567732707,116.312883214,54.723
39.9567734572,116.312893266,54.721
39.9567736412,116.312903281,54.727
39.956773733,116.312913408,54.716
39.9567738275,116.312923265,54.696
39.9567739725,116.312933386,54.7
39.9567740362,116.312943598,54.745
39.9567741472,116.312953368,54.721
39.9567742727,116.312963624,54.774
39.9567743397,116.312973549,54.76
39.956774381,116.312983635,54.787
39.9567743795,116.312993528,54.78
39.9567745017,116.313003489,54.8
39.9567746267,116.313013107,54.767
39.9567747032,116.313022822,54.775
39.9567746635,116.313032627,54.77
39.9567747168,116.313042484,54.784
39.9567746572,116.313052035,54.784
39.9567747653,116.313061508,54.765
39.9567749842,116.313071073,54.775
39.9567750265,116.313080299,54.742
39.9567751578,116.313089709,54.761
39.9567753455,116.313099009,54.77
39.9567756242,116.313108182,54.742
39.9567758608,116.31311726,54.762
39.9567760685,116.31312627,54.759
39.9567763843,116.313135212,54.776
39.9567766105,116.313144032,54.754
39.9567769018,116.313152789,54.803
39.956777105,116.313161145,54.761
39.9567773127,116.313169513,54.762
39.9567774925,116.3131777,54.749
39.9567776893,116.313185759,54.74
39.9567778343,116.313193748,54.789
39.9567780453,116.313201515,54.782
39.95677814,116.313209181,54.784
39.9567781228,116.313216823,54.8
39.9567782203,116.313224232,54.798
39.9567781848,116.31323156,54.797
39.9567782112,116.313238919,54.821
39.9567782228,116.313245947,54.818
39.956778183,116.313252928,54.832
39.956778084,116.313259805,54.841
39.956777761,116.313266517,54.807
39.9567776137,116.313273056,54.775
39.9567774592,116.313279665,54.827
39.9567774158,116.313286086,54.818
39.956777265,116.313292472,54.8
39.956776993,116.313298734,54.822
39.9567766985,116.313304811,54.822
39.9567765372,116.313310953,54.826
39.9567762817,116.313316891,54.835
39.9567760612,116.313322898,54.83
39.9567756992,116.313328826,54.822
39.956775249,116.313334723,54.837
39.9567749595,116.313340465,54.832
39.9567744493,116.313346205,54.848
39.9567740845,116.31335193,54.828
39.956773506,116.313357466,54.81
39.9567729958,116.313362941,54.811
39.9567723945,116.313368418,54.822
39.9567717412,116.313373838,54.837
39.9567712337,116.313379111,54.802
39.9567704998,116.313384377,54.821
39.9567696863,116.313389587,54.8
39.9567690157,116.31339463,54.807
39.9567680658,116.313399791,54.821
39.9567672057,116.313404869,54.807
39.956766154,116.313409992,54.823
39.9567651607,116.313415106,54.823
39.9567640245,116.313420262,54.84
39.9567627668,116.31342518,54.816
39.956761448,116.313430126,54.816
39.9567602188,116.313435029,54.817
39.956758717,116.313439932,54.818
39.9567571285,116.313444799,54.819
39.9567555118,116.313449679,54.841
39.956753734,116.313454424,54.824
39.956751971,116.313459217,54.827
39.9567499927,116.313463866,54.834
39.956748074,116.313468521,54.844
39.9567459375,116.313473149,54.844
39.9567437437,116.313477708,54.824
39.9567413977,116.313482244,54.826
39.9567390968,116.313486701,54.818
39.9567365693,116.313491053,54.839
39.9567339483,116.313495371,54.828
39.956731294,116.313499565,54.832
39.9567285177,116.313503781,54.829
39.956725701,116.313507857,54.829
39.9567227313,116.313511892,54.836
39.956719681,116.31351566,54.829
39.9567165197,116.313519495,54.835
39.9567132105,116.313523072,54.823
39.9567099037,116.313526681,54.824
39.9567064247,116.313530109,54.807
39.9567029312,116.313533399,54.807
39.956699205,116.313536621,54.828
39.9566955345,116.3135397,54.81
39.956691649,116.313542708,54.826
39.956687657,116.313545515,54.81
39.9566835898,116.313548303,54.811
39.9566793818,116.313550903,54.84
39.9566750177,116.313553301,54.81
39.9566706055,116.313555671,54.854
39.9566661178,116.313557821,54.846
39.9566615413,116.313559793,54.823
39.9566568437,116.31356164,54.824
39.9566519963,116.313563588,54.844
39.9566471212,116.313565355,54.862
39.9566421483,116.313567082,54.909
39.9566372055,116.313568269,54.839
39.9566321067,116.313569683,54.819
39.9566271082,116.313570822,54.786
39.956621871,116.313572021,54.783
39.9566167322,116.313573264,54.809
39.9566114462,116.313574266,54.813
39.9566062378,116.313574891,54.764
39.9566007008,116.313575934,54.806
39.956595326,116.313576568,54.724
39.9565898465,116.313577044,54.732
39.9565842745,116.313577717,54.753
39.956578589,116.313578171,54.821
39.956572966,116.313578541,54.89
39.9565672733,116.313578929,54.874
39.9565616485,116.313578886,54.834
39.9565558755,116.313579022,54.852
39.9565499128,116.313579205,54.907
39.9565442918,116.313578838,54.824
39.956538381,116.313578642,54.819
39.9565325148,116.313578542,54.808
39.9565265502,116.313578213,54.813
39.9565205117,116.313578014,54.779
39.9565145393,116.313577669,54.771
39.9565085475,116.313577876,54.743
39.9565024333,116.313577396,54.774
39.9564963745,116.313577438,54.757
39.956490226,116.313577103,54.767
39.9564841153,116.313577033,54.764
39.9564779312,116.313576953,54.765
39.9564718178,116.313576923,54.747
39.9564656808,116.31357697,54.737
39.9564595275,116.313576794,54.765
39.9564531553,116.313576761,54.701
39.9564470495,116.313576557,54.693
39.9564408085,116.313576812,54.711
39.9564346452,116.313576836,54.689
39.9564284497,116.313576716,54.681
39.956422228,116.313576865,54.689
39.9564160282,116.313576984,54.687
39.9564097608,116.313576965,54.682
39.9564036602,116.313577094,54.723
39.95639774,116.313577093,54.68
39.956391527,116.313577153,54.697
39.9563855093,116.313577221,54.715
39.9563795443,116.313577277,54.696
39.9563735363,116.31357733,54.711
39.956367887,116.313577273,54.683
39.9563619068,116.313577325,54.699
39.9563562227,116.313577311,54.692
39.9563504857,116.313577454,54.734
39.9563449943,116.313577262,54.685
39.956339468,116.313577238,54.687
39.9563339858,116.313577249,54.692
39.956328286,116.313577691,54.856
39.9563230652,116.313577618,54.862
39.9563179973,116.313577735,54.85
39.9563130142,116.313577591,54.849
39.956308263,116.313577568,54.854
39.9563036078,116.313577397,54.832
39.956299012,116.313577515,54.85
39.9562945897,116.313577645,54.849
39.9562903753,116.313577649,54.846
39.9562862313,116.313577711,54.855
39.9562823043,116.3135776,54.79
39.9562785075,116.313577958,54.761
39.9562746548,116.31357827,54.775
39.9562710647,116.3135785,54.726
39.9562672033,116.313578848,54.775
39.9562635797,116.31357901,54.715
39.956259907,116.31357935,54.71
39.9562564517,116.313579732,54.695
39.9562521377,116.313581408,54.977
39.9562487663,116.313582056,55.026
39.9562451587,116.313582042,54.998
39.9562417105,116.313582806,54.993
39.9562384002,116.313583213,54.966
39.9562348673,116.313583748,54.982
39.9562315375,116.313584783,55.085
39.9562280977,116.313584975,54.96
39.9562247717,116.313585638,54.937
39.9562212472,116.313586396,54.97
39.956217853,116.313587265,54.952
39.9562154183,116.313586841,54.649
39.9562120687,116.313587903,54.639
39.95620874,116.31358901,54.642
39.9562053902,116.31359006,54.638
39.9562022193,116.313591168,54.612
39.9561989857,116.313592583,54.629
39.9561957243,116.313593908,54.628
39.9561925655,116.313595441,54.615
39.9561894058,116.313597144,54.639
39.9561865537,116.31359856,54.547
39.9561835245,116.313600492,54.555
39.9561805587,116.313602636,54.56
39.9561777575,116.313604909,54.556
39.9561751272,116.313607088,54.539
39.9561724212,116.313609815,54.561
39.9561699207,116.313612562,54.531
39.9561673658,116.313615303,54.556
39.9561651023,116.313618182,54.538
39.9561628445,116.313621342,54.556
39.9561607415,116.313624747,54.526
39.9561588332,116.313628579,54.574
39.956157079,116.313632041,54.575
39.9561552267,116.313635844,54.586
39.9561535387,116.313639599,54.599
39.9561521015,116.31364364,54.617
39.95615084,116.313647469,54.599
39.9561496833,116.313651718,54.58
39.9561486978,116.313656034,54.588
39.9561476457,116.313660519,54.603
39.9561468172,116.313665389,54.677
39.9561461162,116.313669816,54.666
39.9561454168,116.313674629,54.66
39.95614481,116.313679588,54.688
39.9561442782,116.313684609,54.714
39.9561437955,116.313689649,54.725
39.9561435363,116.313694745,54.695
39.956143216,116.313699963,54.703
39.9561430478,116.313705424,54.711
39.9561429858,116.313710828,54.721
39.9561428505,116.313716293,54.689
39.9561428157,116.313721833,54.677
39.9561429092,116.313727409,54.67
39.956142966,116.313733158,54.661
39.9561430572,116.313738815,54.659
39.9561430077,116.313744874,54.669
39.9561429968,116.313750968,54.676
39.9561432155,116.313757002,54.678
39.956143419,116.313763106,54.67
39.956143559,116.313769504,54.682
39.9561434907,116.313775625,54.676
39.9561434535,116.313781957,54.69
39.9561436458,116.313788269,54.672
39.9561437357,116.313794848,54.668
39.956143977,116.313801444,54.683
39.9561441227,116.313808124,54.637
39.9561441432,116.31381485,54.665
39.9561441637,116.31382172,54.655
39.9561444028,116.313828567,54.658
39.9561444747,116.313835554,54.659
39.9561447807,116.313842614,54.668
39.9561449973,116.313849591,54.675
39.9561450795,116.313856629,54.662
39.9561452413,116.313863625,54.645
39.9561454805,116.313870744,54.661
39.9561455108,116.313877691,54.63
39.9561457502,116.313884913,54.666
39.956145905,116.313892087,54.645
39.9561461167,116.313899402,54.642
39.9561462368,116.31390659,54.657
39.9561460443,116.313914064,54.651
39.9561460982,116.313921323,54.651
39.9561462635,116.313928835,54.642
39.956146337,116.313936222,54.625
39.9561464815,116.313943839,54.652
39.9561465427,116.31395151,54.649
39.9561465115,116.313959162,54.636
39.9561466357,116.313966851,54.628
39.9561467328,116.313974672,54.631
39.95614673,116.313982523,54.638
39.95614679,116.313990276,54.601
39.9561467795,116.313998059,54.617
39.956146813,116.314005876,54.595
39.9561468745,116.314013776,54.584
39.9561469027,116.314021706,54.615
39.956146773,116.31402944,54.621
39.956146838,116.314037255,54.58
39.956146811,116.314045092,54.574
39.9561468352,116.314053033,54.588
39.9561468883,116.314061019,54.588
39.9561465938,116.314068987,54.613
39.9561466318,116.314076924,54.599
39.9561465578,116.314084639,54.598
39.9561465683,116.314092574,54.582
39.9561465105,116.31410059,54.605
39.9561464048,116.314108459,54.591
39.9561464478,116.314116516,54.607
39.9561464737,116.314124483,54.613
39.956146499,116.314132364,54.609
39.9561464593,116.314140171,54.596
39.9561466057,116.314147929,54.624
39.9561467157,116.314156015,54.62
39.9561467533,116.314163885,54.636
39.9561466258,116.314171724,54.661
39.9561466213,116.314179774,54.621
39.956146792,116.314187619,54.619
39.9561467333,116.314195608,54.637
39.9561468503,116.314203534,54.633
39.9561468263,116.314211486,54.64
39.9561468265,116.314219464,54.637
39.9561467105,116.314227439,54.631
39.9561467983,116.314235371,54.623
39.956146812,116.314243272,54.626
39.9561467602,116.314251058,54.626
39.9561466473,116.314259022,54.606
39.9561467752,116.314266811,54.631
39.9561469612,116.3142745,54.602
39.9561468038,116.314282365,54.632
39.9561468562,116.31429012,54.632
39.9561468973,116.314297911,54.634
39.956146842,116.314305483,54.634
39.9561469255,116.314313165,54.629
39.9561469062,116.314320539,54.612
39.9561469493,116.314328011,54.642
39.9561467723,116.314335219,54.617
39.9561468702,116.314342552,54.616
39.95614692,116.31434974,54.642
39.9561468077,116.314356886,54.608
39.9561468912,116.314363978,54.628
39.9561468443,116.314371013,54.615
39.9561468393,116.314378032,54.637
39.9561468737,116.314384985,54.618
39.9561468623,116.314391774,54.614
39.9561467493,116.314398748,54.625
39.9561470228,116.314405821,54.613
39.956146839,116.314412919,54.653
39.9561468082,116.314419841,54.627
39.9561467095,116.314426747,54.615
39.9561467267,116.314433793,54.608
39.956146681,116.314440734,54.607
39.9561468423,116.314447809,54.626
39.9561470273,116.314454872,54.618
39.9561469682,116.314461904,54.615
39.9561467662,116.314468892,54.639
39.9561467735,116.314475893,54.628
39.956146872,116.314482948,54.619
39.9561469463,116.314490012,54.617
39.9561467442,116.314497007,54.618
39.9561465543,116.314504085,54.617
39.9561465467,116.314511129,54.626
39.9561467003,116.314518112,54.626
39.9561467945,116.314525273,54.618
39.9561466703,116.314532303,54.617
39.9561467478,116.314539377,54.622
39.9561467898,116.31454649,54.636
39.9561467907,116.314553468,54.634
39.9561467683,116.314560553,54.619
39.9561468522,116.314567635,54.625
39.956146947,116.314574797,54.628
39.9561470207,116.314582017,54.659
39.956147007,116.314589149,54.635
39.9561469535,116.314596315,54.617
39.9561470265,116.314603468,54.615
39.9561470953,116.3146104,54.601
39.9561471433,116.31461732,54.6
39.9561472657,116.314624424,54.591
39.9561473933,116.314631325,54.602
39.956147507,116.314638208,54.612
39.9561474903,116.314644931,54.616
39.956147492,116.314651682,54.613
39.9561477287,116.314658212,54.631
39.9561481585,116.314664689,54.628
39.956148435,116.314671113,54.619
39.956148466,116.314677269,54.604
39.9561487657,116.314683475,54.633
39.9561489625,116.314689256,54.584
39.9561494635,116.314695183,54.578
39.9561497625,116.314700845,54.587
39.9561500785,116.314706402,54.569
39.9561504788,116.314711893,54.571
39.9561508522,116.314717158,54.58
39.95615139,116.314722411,54.606
39.9561516003,116.314727291,54.578
39.9561520605,116.314731955,54.599
39.956152177,116.314736714,54.591
39.9561526303,116.314741205,54.589
39.9561527408,116.314745484,54.587
39.9561529223,116.314749848,54.597
39.956153102,116.314754134,54.608
39.956153257,116.314758443,54.619
39.9561532863,116.314762624,54.604
39.9561532348,116.314766921,54.626
39.9561531462,116.314771186,54.616
39.956153076,116.31477543,54.622
39.9561529178,116.31477968,54.619
39.9561526977,116.314783911,54.62
39.9561523077,116.314788019,54.602
39.9561518723,116.314792196,54.589
39.9561513022,116.314796368,54.604
39.9561507143,116.314800543,54.608
39.9561499798,116.314804587,54.593
39.9561491637,116.314808778,54.593
39.95614818,116.314812825,54.602
39.9561471328,116.314816782,54.61
39.9561457895,116.314820734,54.618
39.9561444292,116.31482453,54.605
39.9561429827,116.314828322,54.623
39.9561414675,116.31483205,54.616
39.9561398172,116.314835692,54.635
39.9561380208,116.314839325,54.624
39.9561359048,116.314842817,54.597
39.9561338722,116.314846188,54.623
39.9561316842,116.314849311,54.592
39.9561293323,116.314852561,54.634
39.9561270335,116.314855534,54.618
39.9561245222,116.314858365,54.621
39.95612189,116.314861224,54.629
39.9561192597,116.314863711,54.616
39.956116413,116.314866281,54.616
39.9561136852,116.314868805,54.629
39.956110809,116.314871088,54.62
39.9561077243,116.314873023,54.658
39.9561045875,116.314874931,54.654
39.9561014585,116.314876874,54.634
39.9560981417,116.314878611,54.659
39.9560950055,116.314880451,54.667
39.9560916185,116.314881998,54.674
39.9560881377,116.314883427,54.686
39.9560846567,116.314884695,54.64
39.9560811228,116.314886031,54.685
39.9560775653,116.314887168,54.665
39.9560737988,116.314888313,54.674
39.95607001,116.314889246,54.671
39.9560660848,116.314890006,54.665
39.9560620505,116.314890782,54.687
39.9560579337,116.314891379,54.704
39.9560538237,116.314891953,54.698
39.9560495435,116.314892371,54.698
39.9560451818,116.314892774,54.722
39.9560407318,116.314893003,54.72
39.9560362767,116.314893198,54.717
39.9560317092,116.31489321,54.712
39.9560270888,116.314893174,54.731
39.9560223747,116.314892934,54.727
39.9560176448,116.314892778,54.737
39.9560129447,116.314892502,54.714
